,full_text_with_emoji,label
368,රජයේ රෝහල් වලට එන අන්ත අසරණ ලෙඩ්ඩු දැක්කම ඇත්තමට පුදුම දුකක් ඇතිවෙන්නේ නොමිලේ දෙන මේ සෞඛය සේවාවන් වල පිකටිං ස්ට්‍රයික් කරල ලෙඩ්ඩු අසරණ කරන එවුන්ට නම් යන්න අපායවල් නැති වෙයි,0
369,SedonaB මටත් පොඩි කාලේ යන්න හම්බෙලා තියෙනවා ලොකු වුණාම නෑ ඒ කියන්නේ මං පොඩි කාලේ ලස්සනයි ලොකු වුණාම කැතයි :face with tears of joy::raised hand:,0
370,ඉස්සර ඔහොම ගෙදර ගාවට බැල්ලි පැටියෙක් ගෙනත් දාල තිබ්බ මොනව කරන්නද ඉතින් අපි හදාගන්න ගත්තා දැන් ඒකිටත් පැටවු දෙන්නෙක් ඉන්නව:smiling face with smiling eyes:,0
371,IamKevin වෙන එකෙක් එක්ක ගියාම වේසි:face with tears of joy:,1
372,"le 10y old me watching tv peacefully

le අම්මා යනවා ගිහින් පොතක් අරන් පාඩම් කරනවා :angry face: httpstco3KlfJ1UN8N",0
373,"irajonline amilaik NoizeNews AzzamAmeen Sesiri කැරි වේසිගෙ පුතා ලංකාවේ ජාතිවාදය අවුස්සපු හුකන්න තොට මේ ගැන
කාතා කරන්න කිසිම අයිතියක් නෑ",1
374,ImaliWi යාළුවගේ ගෙදර නෑවීදින් බෑනේ,0
375,රිපෝට් කරා account පහම අම්මෙක් තාත්තෙක් දාව ජාතක වුණු බල්ලෝ මොඩ නපුංසකයෝ,1
376,"මයෙ හිත විකිණීමට ඇත

ආදරය 
මිත්‍රත්වය 
විශ්වාසය 
කරුණාව 
ආදී සියලු දෑ ඇතුලත්වේ 
 
තාම හොඳටම වැඩ
පොඩි අවුලක් තියෙනවා ඕනෑවට වැඩිය 
විශ්වාස කරන්න ගිහින් සරුවාංගෙටම කෙලවනවා එච්චරයි අවුලකට තියෙන්නෙ :slightly smiling face::face with tears of joy:",0
377,Anjana dulnayanathara අඩෝ ලස්සන සිංදුව ඕයි :relieved face::love-you gesture:,0
378,hashhotrebz :loudly crying face::loudly crying face: බය කරන්න එපා යකෝ හැබැයි සැර වදිල්ලක් වැදුනා,0
379,"මරණ දඬුවම නියම වූ ප්‍රේමලාල්ට වෙනදාටත් වඩා වැඩියෙන් ඡන්දය දෙන්න මේ නඩු තීන්දුව අවසන් තීන්දුව නෙවෙයි  වාසු

මෙච්චරයි අහන්නේ දැන් සැපද :frowning face: httpstcojnr8K987Fh",0
380,SamadhiDilruks2 ලස්සනයි ඔයාගෙ බබා:smirking face:,0
381,ගෙදර ගෙනල්ලා බැලින්නම් බඩු වැඩ කියන්නකො :red heart: මේ තමයි ජපානෙ මෙහෙට එන්න කලින් මගේ ගුරුවරයා කියපු දේවල් මතක් උනා දෙයියන්ගෙ රට ඒක හොරකම් වංචා නොකර තමන් ආපු වැඩේ කරන් ඉඳපල්ලා කවදාවත් වරදින්නෙ නෑ අවුරුදු 1යි මාස 5කට පස්සෙ හරි මගේ අතට ආවා :slightly smiling face: httpstco3jLyi6JO2G,0
382,Nimsidk CharukaLive ලස්සනයි නිම්සි අක්කෙ ජය මංගලම් :smiling face with heart-eyes::red heart:,0
383,"කරුණාව කියන්නෙත්
භාශාවක්:black heart: httpstcofL13QPRSIk",0
384,oopsthatKid thejanwic ලස්සනයි :smiling face with heart-eyes: කොළඹ හවසට රන්පාට අහසෙ ඉරබැහැගෙන යන පැත්තට පියාඹන කපුටො සිනමන් එකේ ඉදන් බලද්දි පට්ට ලුක් එක ඒක :face savoring food:,0
385,kalindurukshan සෞඛ්ය ප්‍රවර්ධන කාර්යාංශයෙන් ඒ  data දුන්නේ නෑ ඒ කාලේමම බලන්නම් ඒකත් ගන්න පුලුවන්ද කියලාබලලා පුළුවන් උනොත් අනිවාර්යයෙන්ම දාලා අලුත් update එකක් දෙන්නම්:thumbs up:,0
386,අයියෝ මල්ලී කෑවද නෙල්ලී :zany face:,0
387,PriyadarshaniG9 ලස්සනයි :smiling face with heart-eyes::star-struck::hugging face: හැබැයි පාරක් හම්බ උනොත් සොරි ඩොට් කොම් තමා අක්කෙ අපිට  :face with hand over mouth::winking face with tongue:,0
388,අලුත් පවුලක් පදිංචියට ඇවිත් :smiling face with hearts: httpstcorWsqYwS65i,0
389,ඊයේ අපේ නෑනා උදේ 10 ඉඳන් රෑ 9 වෙනකම් කෝල් එකේ හොඳ වෙලාවට මම හේඩ්සෙට් එක දාගෙන හිටියේ නැත්තම් ඉතින් දැනට දොර කඩල ගෙදර ගිහින් :unamused face:,0
390,MangalaLK අවමංගල සමරවීර පොන්න පකයා,1
391,IamNisansala ලස්සනයි අක්කා :red heart:,0
392,Unsurprisingly a lot of memes around the issue too with characteristic turn of phrase amp wit in commentaryframing For eg කව්දෝ ඒ දවස් වල හිට්ලර් ඉල්ලුවා වගේ මතකයි amp අනාගතේ අපේ රට පාලනය කරන්නා ඉන්න කෙනෙක් ආවම අපි එයාට ගරු කරන්න ඕනෙ නේ in response to this post revealing httpstcofkrEDADmBv,0
393,අනික් අයගේ ෆොටෝ හොරකම් කරලා තමන්ගේ වගේ දාල තමන් ඒ තැන්වල හිටියා වගේ ඒ කෑම බීම  කතා කරලා මිනිස්සුන්ව රවට්ටලා අනේ එකෙන් කාටවත් හානියක් වුනේ නෑ කියන කතාව වැරදි වෙන හානිය මොකක්ද දන්නවද ඊටපස්සේ හැම කෙනාම දිහා සැකෙන් බලන්න පුරුදු වෙනවා,0
394,පපඩම් කන්න ආස නැත්තේ මම විතරද :pleading face::pleading face::pleading face:,0
395,"මගෙ දෙවි පියාණනි මේ ලබන නත්තල ඒ හිත් වලට සහනය ගෙනල්ල දෙන්නමේ නත්තල ආරක්ෂා කරල දෙන්න ඔබ වහන්සේගෙ කරුණාව සියලු හදවත් වලම ජනිත කල මැනව
•මීගමුව ගැන රට වටේම කතා කලානෙ චන්දෙ UNP දින්නමඑදා වගේම හෙටත් මේ මිනිස්සු එක්ක හැමෝම ඉදීවි:zipper-mouth face::zipper-mouth face::dizzy:",0
396,rathmayaka piumalikavitha එහෙනම් මාත් ආදරෙයි කීව කියහන් :smiling face with smiling eyes::smiling face with smiling eyes::heart suit::thumbs up:,0
397,"ItsMeSithu Devendara උගේ අම්මට හුකන්නඕක තමයි කන්න දුන්න ඇත හපාකාල බෙදුම් වාදීන්ට පුක දීලා රට කෑවේ
වේසිගෙ පුතා:pouting face::pouting face::pouting face:
සමාවෙයන් මචන් කුණුහරප කිවුවට
කැක්කුමයි බං",1
398,RakzzMaduOnline :face with tears of joy::face with tears of joy::face with tears of joy:නම අඩෝ මධුශාන් නෙහ්,0
399,"වල් ඌරන් වෙනුවෙන් හදිසියේ සත්ව කරුණාව පහල වූ ඔබට අපේ හදපිරි මෙව්ව එක
 මීට ඔබේ සහෝදර කුකුළෙක් සහ මාලුවෙක්",0
400,දෝනි හොර කැරියා :smiling face with horns::smiling face with horns::smiling face with horns::smiling face with horns:,1
401,ටයිම් ලැප්ස් දදා බලාගෙන හිටියට මීදුමට ඉර පේන්නේ නැහැ කොහොම හරි ඒ වෙනකොටත් නඩවල් කීපයක්ම උඩ මලුවට කරුණා කරලා තිබුනා පෝයට උඩ මලුව අරින නිසා අවාරේ උඩ මලුවට යන්න අපිට පලවෙනි වතාවට චාන්ස් එක ලැබුනා සිරිපතුල වැදලා අපේ කෙනෙක් බාරයකුත් උනා httpstcoYg0GzgAr7n,0
402,නීතීඥ මධුර විතානගේ කියන්නේ මේ රටේ තරුණ පරම්පරාව හැමදාම ප්‍රාර්ථනා කළ නව දේශපාලන සංස්කෘතියට වඩාත් ගැලපෙන දක්ෂ ප්‍රායෝගික තරුණ ජනතා නියෝජිතයෙක් httpstcoctcrx0b02E,0
403,deadmanscreed නොදමකින් ගොන් බැල්ලි මහා ලොකුවට කියවන්නේ ඉතාලියේ අයිති කාරයා වගේ මුන් වගේ ගොන් හැත්ත නිසා තමා අද මේ රටට හෙන ගහලා තියෙන්නේ මුන් නිසා රට වල හොදට ජීවත් වෙන මිනිස්සුන්ටත් මේක අපහාසයක් නොදකින් ජාතකේ වැරදි උන් තමා මේ,1
404,"ඉඳි එකම කෙල්ලො තුන්දෙනා ගැන කතාවක් ඇදිලා එද්දි දැනගන්න හම්බ වෙනවා ඒ අතර ඉඳි බොහොම දක්ෂ විවිධ ක්ෂේත්‍රවල දක්ෂතා පෙන්නපු හුරුබුහුටි කෙල්ලගෙ අම්මා තාත්තා දෙන්නම සුනාමියෙන් නැතිවුණු බවත් ඉන්නා අයියා යක්ෂයා වී ඉන්නෙ නංගිගේ ආරක්ෂාව පිණිස බවත්

 කඳුරට මගේ සුනාමි මතක ",0
405,"මේ ගාල්ල අපේ හුත්තො අපි Richmond එකෙ

ගාල්ලෙ රගන්නෙ Richmond Mahinda විතරයි 

කැරියා දැනගනින් එක 

කළු පාලම යට පොඩිවුන් වගයක් කියනවා අැහුනා

ගාල්ල එයාලගෙ අපිට ගාල්ලෙ යන්න බැ යාළුවෙ :pensive face:",1
406,ජමාත් සමඟ සබඳතා පැවැත්වූ විදුහල්පති  ගුරුවරයා රඳවා ප්‍රශ්න කරන්න නියෝග httpstcoHyknsVIBSV,0
407,"ඔය වලියක් ගියාම මං තමයි කැරියා කියන උන් ඉන්නව නේද
ඕකුන් තමයි වලිය පටන් ගන්නත් කලින් කිලෝමීටර් ගාණක් එහාට දුවලත් කලිසම තෙමාගන්නේ 3",1
408,AmIsoSweet diljayarathne Tikiri හුත්තෙක් වෙන්ඩ දිනාල් :relieved face:,0
409,කාටවත් වදයක් වෙන්න හොඳ නෑ :slightly smiling face:,0
410,"ට හුකන්න Ummy video downloader එකෙන් UMF 2017 hardwell ගේ සෙට් එක ඩවුන්ලෝඩ් වෙන් නෑ කියහන්කෝ :loudly crying face::folded hands: light skin tone:
කරුමෙද දන් නෑ පින් මදිද දන් නෑ :loudly crying face::loudly crying face::loudly crying face::water pistol:",0
411,"කිසිම ආගමික නායකයෙකුට අපහාස කිරීමට කිසිම කෙනෙකුට අයිතියක් නොමැත :red heart:

මෙය පෞද්ගලික වෛරයක් හෝ සත්‍ය හෝ බොරු ඔවුන් විසඳා ගත යුතුයි :frowning face:

මෙය ඔබගේ අවධානය පිණිසයි :folded hands:

GotabayaR 
SriLankaPolice2 httpstcomckRcknRhm",0
412,ඔය බලුබ් එකක් මොකක්ද ItsmeSuppa httpstcoTl1EnUjfK0,0
413,SuuTikka iampoor9 Canada යන්න සුපිරි :face savoring food: තද,0
414,"CharukaLive ravinhwg oneeeeekiseo moonwalcoeur ohThatBrokeKid unknownlankan ඔය කැරි වෙසිගෙ පුතාගෙ අම්මට හුකාගන්නෙ නැතිව අනුන්ගෙරටවල් ගැන පකවල් හොයන්න්‍ර් නැට්ජිව තමුන්ගෙ රටෙ තියෙන කොරොනා පයිය හොද කොරගන්නකීලා තෙරෙන පයියකින් කියාන් මල්ලෙහ් 

:handshake::handshake::handshake::smirking face::smirking face:",1
415,ඊට පස්සෙ රේචලුයි රොසුයි මල්වත්තක නටන සීන් එකක් එමිලි ඇඳක අඬනවා එමිලිගෙ තාත්තා සෙට් එකකුත් අරගෙන එනවා රොස්ව මරන්න :face with tears of joy:,0
416,ඉතින් ඒක මට කියහන්කෝ හුත්තොඔහොම කිව්වා කියලා ඕකි උබට දෙන්නෙ නැනදකින් උබ වගෙ එකෙක් ගූ කාපන් ගෑනුන්ගෙ රෙදි අස්සෙ හැමිනෙනවා :face with tears of joy:,1
417,මොකද්ද බං නිදහස් බොහීමියානු ආදරය වෙනත් ආදර වර්ග තියේද හොයන්න,0
418,හින්දි සින්දු අහන Space එකක් දාන්න තිබ්බා නං මරු නේද :thinking face:,0
419,rathgamaya ආදරෙයි ගැට්ට කැඩෙන්න :smiling face with heart-eyes:,0
420,GayathriNaga IamThusitha MaithripalaS නිකන් පල මාලු වේසි යන්න මංගලගෙ ඇටේ උරල එනව දැන් අපිට පුක දෙන්න,1
421,Iampaala කොත්තු එක්ක තේ නියමයි කොත්තු නෑ :victory hand:,0
422,අනිත් පකයා කුසල් මෙන්ඩිස්ඕකා මැච් එක යන අරේ මතුර මතුර ඉන්නවා දැක්කාපැරදියන් පැරදියන් කියල තමා මතුරන්න ඇත්තෙ :unamused face:,1
423,"ආදරය
කරුණාව httpstcoda4qlKaBaT",0
424,නොයෙකුත් අපහසුතා හා සමාජ ගැටලු නිසා අධ්‍යාපනයට ඇති උනන්දුව නැති කරගත් පාසල් තරුණ තරුණියන් පිරිසකට අහම්බෙන් හමුවන නර්තන ගුරුවරයෙකුගේ කාරුණික මගපෙන්වීමෙන් ඔවුන්ගේ ජීවිත ප්‍රශස්ත මගකට යොමු කළ අපුරු අත්දැකීමක් කැටිකරගත් සිනමා නිර්මාණයකි Take the Lead httpstcob90g4dEFD4,0
425,අපි දකුණේ කියලා මොන බයිලා ගැහුවත් වැඩක් නෑ බත් මුට්ටියක් කන්න කටට රහට රුහුණේ මාළු ඇඹුල් තියල් හදන්න බැරිනං නරක්  නොවී දවස් තුනක් විතර උනත්  තියා ගන්න පුලුවන් මම ඊට වඩා තියල බලල නෑ  මං නෙමෙයි මිහිරිගෙ අම්මා කියනවා httpstcogD1GYzaEsE,0
426,ravinhwg බයයි නේ එයාලා එක්ක එල්ලෙන්න,0
427,"ඔබට හැඟෙන අයුරින් ලංකාවේ විශලතම ධනවතුන් අතර සිටින මේ තිදෙනාගෙන් වඩාත් දක්ෂ හා බුද්ධිමත් පුද්ගලයා කව්ද :thinking face::flexed biceps::folded hands:
compareSL sirinagaSE",0
428,dilz1313 LPLt20official හොයලා බලාපන් ගොන් පකයා තමා මේ තට්ටයා httpstcopjCcvuFe3Q,1
430,"Movie no 11  Gifted 2017

පැය එකයි විනාඩි 41 යන මේ කතාව අයිති වෙන්නෙ drama කියන ගණයට කුඩා කාලයේදීම ගණිතයට ගොඩාක් දක්ෂ ගෑනුළමයෙකු වටා තමයි මේ කතාව ගොඩ නැගෙන්නෙ අවුරුදු 6 කෙල්ලෙක් ඕනම සුළු කිරීමක් මනෝමයෙන් කරන්න පුළුවන් httpstcoUvwCyMjeyZ",0
431,"තාමත් ඇහුවෙ නැත්තෙ කවුද  :speak-no-evil monkey:

කාල යෂෝණිය :fire: 

httpstcoQvrv1h9dRn

හැම දැනෙන පුංචි හැඟීමක් ම වචන කරනවා නම් අගනේය :orange heart::dizzy:

අමා :sparkling heart::pleading face:",0
432,"මේක නම් කිය විය යුතුය
ඔවුන් සිතාගෙන ඉන්නේ ඔදුන් තරම් ඉහලඋගත්දක්ෂ අය නොසිටින බවයිඅනෙකාට හිංසා කිරීමට කැමැත්ත ඇති වෙන්නේ පෞරුෂත්වයේ ආබාධයක් නිසාANTI SOCIAL PERSONALITY DISORDER හේතුවෙන් httpstcohQMBCvmNQA",0
433,Mr6feet මගේ අම්මයි තාත්තයි දෙන්නම හැබැයි මං ඉපදෙනකොට අම්මා අයින් වෙලා හිටියේ :red heart:,0
434,SedonaB බෑනෙ ඇමතිලා මාර්ගයෙන් ජොබ් වලට පැනපු අයට ගෙදර ඉන්න වෙනවනෙ එතකොට :broken heart::nerd face::smirking face:,0
435,කිසිම හේතුවක් නැතුව මේ ට්වීට් එකට  හායි  කියාගෙන යන්න:slightly smiling face:,0
436,duliponline AnonymousLK නැ පිරිමි හරිම හොදයි තමන්ගෙ පැත්තට නමා ගන්න බැරි උනාම බනින්නෙ නැ පට්ට බැල්ලි අරාබින්ට පස්සෙ දෙනවා කියලා කියන්නෙ,1
437,ItsmeSuppa JayaniFdo අඩෝ නෝ :face with tears of joy:,0
438,"දක්ෂ ක්‍රීඩකයින් ගොඩාක් ලංකාව හැර දාලා ගිහින්  හරීන් ප්‍රනාන්දු
lka  Pathikada  News1st httpstconIgKuteAzD",0
439,optimuspnj අඩේ නියමයි ආ,0
440,"දැක්කානේ අපේ අම්මා පාවිචචි කරන්නෙත් පොල්තෙල්
Teamපොල්තෙල් httpstco4qKY6lHFA0",0
441,"ටෙලිවිශන් කැරියා
වින්ඩෝස් පොන්නයා
I7 හුකන්නා
සරුංගල් පොන්නයා
කොස්කොල හුත්ති
මිරිස් ගල් වේසාවා
බ්ලෙන්ඩර් කැරියා
Core 2 duo පොන්නයා
පුවක් හුකන්නා
මිරිස් කරල් වේසාවා
අමු මිරිස් පොන්නයා
සුදුලූණු වේසා
පොල්ගස් හුත්තා
තල් ගස් හුත්ති
Clash of clans හුකන්නා
පෙට්‍රල් පොන්නයා:backhand index pointing down::backhand index pointing down:",1
442,"හොද වැඩේ එහා ගෙදර බල්ලට
දැන් ඉතිම් බලපම්කෝ ඉස්සරහා ගෙදර බැල්ලි:smiling face with smiling eyes: httpstcopq0lmoOIrc",0
443,"yuneshk :face with tears of joy:පරන මීටරේ 
මුන් ගෝතයොන්ට අමතක වෙලා මිනිස්සු තුන්සිය ගානක් මැරෙනකල් පොන්නයො වගේ හිටපු පාලකයො ගැන",1
444,හිරු නාලිකාව මුස්ලිම් ජාතික ඇමතිවරයෙකු සලකුණ වැඩසටහනට ආරාධනා කොට මුස්ලිම් ඇමතිවරයෙක් විදිහට ඔබතුමාට ඔය තනතුරේ ඉන්න ලැජ්ජ නැද්ද කියා ඇසූ මොහොත එදාමෙදා තුර ශ්‍රී ලාංකීය මාධ්‍ය වැටී සිටින ලිදේ ගැඹුරුම තැනක් සටහන් කරපු අවස්ථාවකි,0
445,"මේසන් බාස් මහතා ගෝලයන් දෙදෙනෙකු වැඩටත් දමා මසකට 65000 උපයයි

ගුරුවරයා ගෝලයන් සියගණනකට උගන්වා 35000 සොයන ගමන් උපදෙසක්ද දේ

හොදට ඉගෙන ගනිල්ල නැත්තම් බදාම අනන්න තමා වෙන්නෙ",0
446,DarshanaKande අඩෝ ගොත පකයාමෙක ඉවරයි කියලා පඩුවෙ ඉන්න හැදුවේ ගොං අපතයා කවුද පකයෝ    උඹඋබට පුලුවන්ද කෙලින් හීටගේන ඔලුව පහාත් කරලා උබේ පයිය දීහා බලන්න බඩ විකුනන් කන පේරේත හූත්තාස්ටූ හදා ගෙන කාපන් ඉම්‍ර්රාස් ගේ කොන:beaming face with smiling eyes::middle finger:,1
447,yeojngrr deukaejung කෙවින් සියල්ලටම වඩා ලිනාට ආදරෙයි,0
448,විග්නේෂ්වරන් කියන එකා අපේ ජනාධිපතිතුමාට Wish කරන්නෙ පොර නිකන් වෙන රටක ඉදන් Wish කරනවා වගේකැර පකයා :victory hand::face with tears of joy:,1
449,RShashiya කාටද බං මේ ඇමතුවේ,0
450,"උදේ ගෙදරින් නාලා
දැන් මහ මගින් නාගත්තා:relieved face:",0
451,raviyasas Weliyoo නෑ නෑ අයේ අදින්නෑ අපිට හුකන්න ආවොත් හමන්නවලා ගන්නවා එච්චරයි :face with tears of joy:,1
452,"DasunMaduranga5 Chanduoriginal twisterbunny SGRathnayaka1 IsuruSLfirst duliponline RTSuppa Dkandamulla saami93 පිස්සු හුත්තො තෙරෙන් නැද්ද පකො උබ රිප්ලයි කරන්නෙ මගෙ හැන්ඩ්ල් එක මෙන්ශන් කරලා කියලා  උබ රීමුව් කරන්න දන් නැද්ද  එහෙම රිප්ලයි කරලාද උබ ටොක් දෙන්නෙ අනික මෙ කොන්වො එකෙ උබම නෙද මැදින් පැනලා පුක දුන්නෙ
අනික උබ වගෙ වට පඩයෙක්ගෙන් වැඩක් නැ කැරි වදයක් හන්දා රිප්ලයි එකක් දැම්මෙ",1
453,"PrasadJSen ගෙදර ඉන්න කියන ටික මම අතින් ඇන්ඳෙ ඉතිරි අකුරු දමිත් වැලිකල හදපු Old Press කියන වර්ගය මෙන්න මෙතනින් ඒ ෆොන්ට් එක ඇතුළු තවත් ෆොන්ට්ස් ඩවුන්ලෝඩ් කරගන්න පුළුවන්
httpstcoQZO0W8sLWU",0
454,"The teaching is more important than the teacher  Dalai Lama
ගුරුවරයා නොව වැදගත් ශාස්ත්‍රයයි  දලයි ලාමා",0
455,"අම්මා room එකට එනවා
කන්න බොන්න දෙනව
යනවා :face with tears of joy:",0
456,අපිට බිරියානී එවන්න කවුරුත් නෑ නේ කෑවා ගිහිං ජපන් කෑම httpstcoLjFFRRXO0J,0
457,"නීතිය නැති තැන සාධාරණය බලාපොරොත්තු වෙන්න එපා
කරුණාව නැති තැන මෛත්‍රිය බලාපොරොත්තු වෙන්න එපා
මොඩකම් රජයන තැනක බුද්ධිමත් බව බලාපොරොත්තු වෙන්න එපා ලෝකයේ අතිවිශිෂ්ටම විශේෂඥයන්ගෙන් පිරුණු රටකි අපේ මේ පිං බිම 

:writing hand: Muneer Mulaffar",0
458,ඉතිහාසය meme දෙකක් හැදුවා:face with tears of joy: httpstcovQBqlV5nDm,0
459,"ආදරය කරුණාව දයාව කිසිම දින අනියම් වන්නේ නැත :smiling face with heart-eyes:
අනියම් වයිරයක් දැක්කෙක් සිටිත්ද :OK hand::OK hand: නෑනි
ඉතිම් එන්න අපි ආදරේ කරමු :smiling face with heart-eyes::smiling face with heart-eyes:",0
460,චීස් බබා  ලස්සනයි:red heart: dp Cheesequeen324,0
461,"7 කැළැල්

මේක ලංකාවේ එච්චරම ජනප්‍රිය ටැටූ හේතුවක් නෙමෙයි ඒත් නොයෙකුත් තුවාල කැළැල් පිළිස්සුම් කැළැල් තිබෙන නිසා ඒවා වහගන්න ටැටූ භාවිතා කරන උදවියත් ඉන්නවා දක්ෂ ටැටූ ශිල්පියෙක්ට පුළුවන් ​ඒ වගේ අවස්ථාවකදි කැළලත් වසමින් :backhand index pointing down: httpstcoRM6h71jRzg",0
462,Najika11 මාරයාගෙන් අවසරය නොමිලේ ලබාගත හැකිය,0
463,wellesome ChalakaJagath Pushpe ItsMeSSoori gimRathnayaka WaruAnu කැරි නාකි වේසිගේ පුතා වැල්ලේ පුක දීපු පලියට මෙතන හැමිනෙන්න එපා  කැරියා වගේ හිටපන්,1
464,පොල් කටු වලින් හදපු Pendant එක අලුත්ම වීඩියෝව httpstcoplWGcrE64P httpstcoic3eXLyT1H,0
465,"AsithC ඉලග IO එකේදී සින්දුවක් කියන්න කියලා chance එකක් ඉල්ලගෙන කියන්න Google එකට රිදෙන්න  :face with tears of joy::face with tears of joy::face with tears of joy:

delete උන හේතුව  :thinking face:",0
466,gimRathnayaka sasini0211 අඩෝ අඩෝ එපා :grinning face with sweat:,0
467,උදෙන්ම ගිහිල්ලා පැය දෙක තුනක් මුහුදේ නාලා ඊට පස්සේ එතන පොල් වත්තෙන් කුරුම්බා කඩං බීලා හවස් වෙනකොට පන්සල් වත්ත පල්ලෙහා කජු ගස් ගොන්නට කිට්ටු කරනවා හවස ගෙදර එනකොට අව්වට කළු වෙලා අම්මා බණිනවා මාළුකාරයෝ වගේ කියලා සමහර දාට හොරෙන් මාළු දැල් අදිනවත් එක්ක,0
468,IamNSandaru අඩෝ බොක්ක:new moon face::new moon face::new moon face::new moon face:,0
469,itzJambole පිස්සු ද බං තව ටික කාලෙකින් මෙ සිද්ධිය මිනිස්සුන්ට අමතක වෙනව කියල උන් දන්නවනෙ ඒක නිසා ඒ පොන්නයො ටික අපිට ආතල් දිදී ඒ ටික දවසත් අදීවිවෙන රටවල තමයි මෙහෙම දෙයක් උනාම දේශපාලකයො සංවේදී වුණේ අපේ රටෙ හුත්තොන්ට හිතක් පපුවක් නෑ නෙ බං,1
470,nimadre අව්වේ හුකන්න එපා දාඩිය දානවා වැඩියි,1
471,"චයිනීස් කුකිං වීඩියෝස් බලලද මන්ද එක එක ජාති වලට චිකන් දාල හදල බලන්න හිතෙනව :person shrugging:

පෙරේද චිකන් රාබු :grimacing face:
ඔන්න අද හැදුව චිකන් මෑකරල්:woman cook:
මට නම් ඒ කම්බිනේශන් එකත් මරු :drooling face:

cheflife CookingDiary weekendkitchen with chicken :woozy face: httpstcoW9VJbmmYJM",0
472,ගෝඨාභයට ආයෙ සිංහල ‍බෞද්ධ ඡන්දවලින් විතරක් දිනන්න බෑ  මේ තරම් මුස්ලිම් කරුණාව ඒකයි  httpstcoIcwkxQyFui LNW,0
473,"දාහස් ගනන් කෙල්ලො කොල්ලෝ මේකට ආවත් මට වටින්නෙ මගෙ පරන උන් ටික 
ආදරෙයි:red heart::red heart::red heart:",0
474,"උතුම් ශ්‍රී පාදස්ථාන කරුණාව අදින් ඇරඹෙයි:folded hands::folded hands::wheel of dharma::wheel of dharma:

සුමනසමන් දෙවි පිහිටාරක්ෂාවෙන් සියලුම දෙනාට මෙවර කරුණා කිරීමට වාසනාව ශක්තිය ලැබේවායි ප්‍රාර්ථනා කරමි:folded hands::folded hands:

මිහිපිට දිව්‍යලෝකය :folded hands::red heart::folded hands: httpstcoZYTR0ub5Bt",0
475,"ඉස්සරහ ගෙදර ඇන්ටිලාගෙ බැල්ලිට ආදරේට කියන්නේ වාසනා කියලලු:dog:
ඊට එහා ගෙදර ඇන්ටිගෙ දූ ගෙ නමත් වාසනාලු:girl:
වැඩේ පත්තු උනාලු:smirking face:
දැන් හරිලු:kitchen knife::bomb::water pistol::cat with tears of joy:",0
476,"ආදරේ කියන්නේ බේදයක් නෙවේ ඒක   සාමයක්
හිත අනෙකා වෙනුවෙන් කකියන සුන්දර සාමයක්

රුවන් ජයවීර මගේ සාහිත්‍ය ගුරුවරයා සර් භාෂා ත්‍රිත්ව හැකියා කරුවෙක්ඒ වගේම හොද නිහතමානී ගුරුවරයෙක් මේ ගීතේ ලියවෙන්නේ රැල්ලට නෙවෙ
httpstcoUQ4FbMck2g
සාහිත්‍යයට ආස රසවිදින්නෙක් ඉන්නවානම් අහල බලන්න",0
477,AmIsoSweet පකයා :face with tears of joy:,1
478,කුනුහරප කියනවානම් අන්ෆලෝ වෙන්න ප්ලීස්,0
479,RasikaIink බලාගෙන අම්තේ ගහන්න ගිහිම් පයිය නැවෙයි :face with tears of joy:,1
480,IMoinuddeen ඇයි යේ ලොකු අම්මා රෑට උයල නෑද,0
481,"උඹලා වඩදියේ දඟලලා වෙලා දෝදු
පෙනෙයි වාරකන් හුත්තො වරෙන් යන්න මුහුදු
sajja",1
482,udaragrero imNaviya SuuTikka එහෙම කියලා එකම තැටිය හැමදාම දාන්න එපා එපා වෙනවා අහන් ඉන්න ගියාම පොඩ්ඩක් පොඩි පොඩි වෙනස් කම් කරලා දාන්න,0
483,"මාණ්ඩලික සැරයන් සුනිල් රත්නායක රිවිරැස ඇතුළු හමුදා මෙහෙයුම්වලදී රණශූර පදක්කම පවා හිමිකර ගනිමින්  සටන් කළ දක්ෂ විශේෂ බළකා භටයකු වීම ජනපති ගෝඨාභය රාජපක්ෂ මහතාගේ අවදානයට ලක්ව තිබේ

එම සටන්වලදී එල්ල වූ මෝටාර්  කැබැල්ලක් ඔහු​ගේ හිස තුළ අදටත් පවතී",0
484,තනිකම හොඳම ගුරුවරයා කරගන්න තනිකම ඔහුව හෝ ඇයව තනිකල කෙනා හිතින් අමතක කරන විධිය හැර අනික් සියලුම දේ කියාදෙනවා :writing hand: httpstcoLNBadAMHQj,0
485,kaviiiiisha erandikacr අඩෝ නෝ:face with tears of joy::broken heart:,0
486,Sansajran රනිල් කැරියා බැංකුහොරා,1
487,"සුභ උදෑසනක්  තවත් කෙනෙක්ගේ හදවතක ට කරුණාව දක්වන්න පුලුවන් වෙන සුභ ම සුභ දවසක්

:Christmas tree:දේව්:Christmas tree: httpstcowQbhHUlTlu",0
488,MangalaLK පල පකයා යන්න,1
489,IamKevin එ් පොටෝ එකේ ඉන්න ගස් බැල්ලි ව දැක්කම අප්පිරියත් හිතෙනවා:pouting face::pouting face::pouting face: සික් ,1
490,ගෙදර වවපු මුං ඇට:winking face: httpstcop32fWKD6WX,0
